generation,HV_norm_mean,HV_norm_std,IGD_plus_mean,IGD_plus_std,Spacing_mean,Spacing_std,FeasRatio_soft_mean,FeasRatio_soft_std,FeasRatio_strict_mean,FeasRatio_strict_std,MinCost_bestrun,MinEmission_gCO2_bestrun,MinTime_h_bestrun,boost_triggered_bestrun,vio_miss_alloc_mean,vio_miss_tt_mean,vio_cap_excess_mean,vio_late_teu_h_mean,vio_wait_teu_h_mean
0,0.022400000000000007,0.008003540883050868,0.9032091119918959,0.04602192977757475,0.04364351943589617,0.007383285351591127,0.5842666666666667,0.03249505945353675,0.5842666666666667,0.03249505945353675,13946931.989667593,753974270.7053336,427.41261904761905,0,0.0,0.0,380.5539798696737,136475.4242549849,127736.25675796907
1,0.022400000000000007,0.008003540883050868,0.9032091119918959,0.04602192977757475,0.04364351943589617,0.007383285351591127,1.0,0.0,1.0,0.0,13859290.462681087,696596429.2457579,427.41261904761905,0,0.0,0.0,0.0,201871.42868689034,167885.53945478503
2,0.022400000000000007,0.008003540883050868,0.9032091119918959,0.04602192977757475,0.04364351943589617,0.007383285351591127,1.0,0.0,1.0,0.0,13597475.028138643,659682609.1470946,427.41261904761905,0,0.0,0.0,0.0,197187.52181916212,163971.81639995018
3,0.022400000000000007,0.008003540883050868,0.9032091119918959,0.04602192977757475,0.04364351943589617,0.007383285351591127,1.0,0.0,1.0,0.0,13597475.028138643,659682609.1470946,427.41261904761905,0,0.0,0.0,0.0,193032.31675313812,160883.60022810707
4,0.022400000000000007,0.008003540883050868,0.9032091119918959,0.04602192977757475,0.04364351943589617,0.007383285351591127,1.0,0.0,1.0,0.0,13469137.944086544,658896980.06657,427.41261904761905,0,0.0,0.0,0.0,187980.69997633205,157473.03198450274
5,0.11713333333333335,0.021988987142557422,0.5370022497829192,0.047572663281503905,0.03615078644197016,0.006173217322450748,1.0,0.0,1.0,0.0,13096939.825433359,637773665.5080111,427.41261904761905,0,0.0,0.0,0.0,187573.8328834152,156846.90909200683
6,0.11713333333333335,0.021988987142557422,0.5370022497829192,0.047572663281503905,0.03615078644197016,0.006173217322450748,1.0,0.0,1.0,0.0,13096939.825433359,558303334.8089305,427.41261904761905,0,0.0,0.0,0.0,182694.6618080859,153415.72843524461
7,0.11713333333333335,0.021988987142557422,0.5370022497829192,0.047572663281503905,0.03615078644197016,0.006173217322450748,1.0,0.0,1.0,0.0,12848405.917034239,558303334.8089305,427.41261904761905,0,0.0,0.0,0.0,182863.55076488946,153160.56358471475
8,0.11713333333333335,0.021988987142557422,0.5370022497829192,0.047572663281503905,0.03615078644197016,0.006173217322450748,1.0,0.0,1.0,0.0,12848405.917034239,558303334.8089305,427.41261904761905,0,0.0,0.0,0.0,183692.49087598053,153237.24434337442
9,0.11713333333333335,0.021988987142557422,0.5370022497829192,0.047572663281503905,0.03615078644197016,0.006173217322450748,1.0,0.0,1.0,0.0,12848405.917034239,556080329.3092268,427.41261904761905,0,0.0,0.0,0.0,181660.41008821272,151389.75447946752
10,0.19176666666666667,0.0272463249305704,0.39827897998770434,0.03922688259462163,0.02924929982220965,0.0047307813585059245,1.0,0.0,1.0,0.0,12273084.463276774,543988681.4804124,426.33880952380946,0,0.0,0.0,0.0,183419.8070830955,151976.03132317698
11,0.19176666666666667,0.0272463249305704,0.39827897998770434,0.03922688259462163,0.02924929982220965,0.0047307813585059245,1.0,0.0,1.0,0.0,12273084.463276774,543988681.4804124,420.882619047619,0,0.0,0.0,0.0,180994.57230152193,150024.14153626873
12,0.19176666666666667,0.0272463249305704,0.39827897998770434,0.03922688259462163,0.02924929982220965,0.0047307813585059245,1.0,0.0,1.0,0.0,12048791.606309837,543988681.4804124,407.8542857142857,0,0.0,0.0,0.0,183416.5713639502,151185.89782351974
13,0.19176666666666667,0.0272463249305704,0.39827897998770434,0.03922688259462163,0.02924929982220965,0.0047307813585059245,1.0,0.0,1.0,0.0,11983739.754381472,543988681.4804124,407.8542857142857,0,0.0,0.0,0.0,182789.47236536565,150474.3342293442
14,0.19176666666666667,0.0272463249305704,0.39827897998770434,0.03922688259462163,0.02924929982220965,0.0047307813585059245,1.0,0.0,1.0,0.0,11983739.754381472,542502988.171968,407.8542857142857,0,0.0,0.0,0.0,183016.5251601196,150375.7479217619
