generation,HV_mean,HV_std,IGD_plus_mean,IGD_plus_std,Spacing_mean,Spacing_std,FeasRatio_soft_mean,FeasRatio_soft_std,FeasRatio_strict_mean,FeasRatio_strict_std,MinCost_best,MinEmis_best,MinTime_best,MinCost_mean,MinCost_std,MinEmis_mean,MinEmis_std,MinTime_mean,MinTime_std,boost_triggered_best
61,0.5453593333333334,0.05201865036909571,0.13174150708225688,0.041394520480159826,0.02223080856529351,0.01207992340587389,1.0,0.0,1.0,0.0,5437992.5702756215,4831547175.565293,412.12095238095236,5415760.799758324,56106.32917733056,4841436450.292594,33684490.04119677,411.8835476190476,2.911036144343356,0
62,0.5453593333333334,0.05201865036909571,0.13174150708225688,0.041394520480159826,0.02223080856529351,0.01207992340587389,1.0,0.0,1.0,0.0,5437992.5702756215,4831547175.565293,412.12095238095236,5413786.0980649,58091.25774109817,4841034972.618366,33267425.828527667,411.8835476190476,2.911036144343356,0
63,0.5453593333333334,0.05201865036909571,0.13174150708225688,0.041394520480159826,0.02223080856529351,0.01207992340587389,1.0,0.0,1.0,0.0,5437992.5702756215,4831547175.565293,412.12095238095236,5413359.331988317,57958.07873388167,4840726609.536365,33341206.509235393,411.8835476190476,2.911036144343356,0
64,0.5453593333333334,0.05201865036909571,0.13174150708225688,0.041394520480159826,0.02223080856529351,0.01207992340587389,1.0,0.0,1.0,0.0,5437992.5702756215,4831547175.565293,412.12095238095236,5412681.77013923,57953.418723688155,4840532439.687442,33233987.248886853,411.8835476190476,2.911036144343356,0
65,0.5534426666666666,0.05034434724530208,0.12669961830031864,0.041178269544177665,0.023004778803345182,0.013146561241074908,1.0,0.0,1.0,0.0,5437992.5702756215,4831547175.565293,412.12095238095236,5412435.709051808,58163.367606910375,4840193603.452745,33262261.83256918,411.8835476190476,2.911036144343356,0
66,0.5534426666666666,0.05034434724530208,0.12669961830031864,0.041178269544177665,0.023004778803345182,0.013146561241074908,1.0,0.0,1.0,0.0,5437992.5702756215,4831547175.565293,412.12095238095236,5412375.638806201,58179.413576326166,4840165129.405275,33272936.089657743,411.8835476190476,2.911036144343356,0
67,0.5534426666666666,0.05034434724530208,0.12669961830031864,0.041178269544177665,0.023004778803345182,0.013146561241074908,1.0,0.0,1.0,0.0,5437992.5702756215,4831547175.565293,412.12095238095236,5412061.523406353,58518.79109557812,4840058030.2065735,33384807.233682714,411.8835476190476,2.911036144343356,0
68,0.5534426666666666,0.05034434724530208,0.12669961830031864,0.041178269544177665,0.023004778803345182,0.013146561241074908,1.0,0.0,1.0,0.0,5437992.5702756215,4831547175.565293,412.12095238095236,5411232.925928364,58615.92731731906,4838998221.573953,34403812.900063254,411.8835476190476,2.911036144343356,0
69,0.5534426666666666,0.05034434724530208,0.12669961830031864,0.041178269544177665,0.023004778803345182,0.013146561241074908,1.0,0.0,1.0,0.0,5437992.5702756215,4831547175.565293,412.12095238095236,5411068.245015082,58597.693920410944,4838853738.592708,34330308.77367368,411.8835476190476,2.911036144343356,0
70,0.559616,0.05076363039289711,0.12292655752289194,0.04117826974944504,0.022093280673460575,0.011807223347428815,1.0,0.0,1.0,0.0,5437992.5702756215,4831547175.565293,412.12095238095236,5410736.006520373,58430.951643094326,4838741137.530606,34273960.65628593,411.8835476190476,2.911036144343356,0
