generation,HV_norm_mean,HV_norm_std,IGD_plus_mean,IGD_plus_std,Spacing_mean,Spacing_std,FeasRatio_soft_mean,FeasRatio_soft_std,FeasRatio_strict_mean,FeasRatio_strict_std,MinCost_bestrun,MinTime_h_bestrun,boost_triggered_bestrun,vio_miss_alloc_mean,vio_miss_tt_mean,vio_cap_excess_mean,vio_late_teu_h_mean,vio_wait_teu_h_mean
117,0.025855841958058488,0.06197678242427367,1.7343382863183388,0.7029957272523117,0.0775902871066283,0.28518838327005613,1.0,0.0,1.0,0.0,5443021.432778962,407.8542857142857,0,0.0,0.0,0.0,976.0028571428575,156815.11478100988
118,0.025855841958058488,0.06197678242427367,1.7343382863183388,0.7029957272523117,0.0775902871066283,0.28518838327005613,1.0,0.0,1.0,0.0,5441305.375489512,407.8542857142857,0,0.0,0.0,0.0,976.0028571428575,156872.0317059458
119,0.025855841958058488,0.06197678242427367,1.7343382863183388,0.7029957272523117,0.0775902871066283,0.28518838327005613,1.0,0.0,1.0,0.0,5441048.641510421,407.8542857142857,0,0.0,0.0,0.0,976.5534228571431,156660.39502174914
120,0.029950776295363545,0.07535597222518454,1.6874763743067396,0.6874665897518304,0.13517553813347571,0.39962978787585174,1.0,0.0,1.0,0.0,5441048.641510421,407.8542857142857,0,0.0,0.0,0.0,975.9528057142859,156569.0793645194
121,0.029950776295363545,0.07535597222518454,1.6874763743067396,0.6874665897518304,0.13517553813347571,0.39962978787585174,1.0,0.0,1.0,0.0,5441048.641510421,407.8542857142857,0,0.0,0.0,0.0,976.303165714286,156665.75394173528
122,0.029950776295363545,0.07535597222518454,1.6874763743067396,0.6874665897518304,0.13517553813347571,0.39962978787585174,1.0,0.0,1.0,0.0,5441048.641510421,407.8542857142857,0,0.0,0.0,0.0,976.0028571428575,156444.27355780793
123,0.029950776295363545,0.07535597222518454,1.6874763743067396,0.6874665897518304,0.13517553813347571,0.39962978787585174,1.0,0.0,1.0,0.0,5441048.641510421,407.8542857142857,0,0.0,0.0,0.0,976.303165714286,156536.36265266436
124,0.029950776295363545,0.07535597222518454,1.6874763743067396,0.6874665897518304,0.13517553813347571,0.39962978787585174,1.0,0.0,1.0,0.0,5438790.274342205,407.8542857142857,0,0.0,0.0,0.0,976.6034742857147,156382.0322086911
125,0.03431232499177268,0.09257544547770662,1.6602743257687327,0.6943134673473969,0.12850214994552744,0.39119792879831206,1.0,0.0,1.0,0.0,5438790.274342205,407.8542857142857,0,0.0,0.0,0.0,976.9037828571433,156362.43438974035
126,0.03431232499177268,0.09257544547770662,1.6602743257687327,0.6943134673473969,0.12850214994552744,0.39119792879831206,1.0,0.0,1.0,0.0,5438790.274342205,407.8542857142857,0,0.0,0.0,0.0,976.303165714286,156298.06658739486
127,0.03431232499177268,0.09257544547770662,1.6602743257687327,0.6943134673473969,0.12850214994552744,0.39119792879831206,1.0,0.0,1.0,0.0,5438790.274342205,407.8542857142857,0,0.0,0.0,0.0,976.9037828571433,156078.28944566744
128,0.03431232499177268,0.09257544547770662,1.6602743257687327,0.6943134673473969,0.12850214994552744,0.39119792879831206,1.0,0.0,1.0,0.0,5438790.274342205,407.8542857142857,0,0.0,0.0,0.0,977.2040914285717,156068.6191191549
129,0.03431232499177268,0.09257544547770662,1.6602743257687327,0.6943134673473969,0.12850214994552744,0.39119792879831206,1.0,0.0,1.0,0.0,5438790.274342205,407.8542857142857,0,0.0,0.0,0.0,977.8047085714289,155973.84988840774
130,0.03605889632101704,0.09597119011077877,1.634027129726942,0.6919203637968354,0.17738287635972622,0.45092695502786073,1.0,0.0,1.0,0.0,5438790.274342205,407.8542857142857,0,0.0,0.0,0.0,979.2562000000001,155970.61359053187
131,0.03605889632101704,0.09597119011077877,1.634027129726942,0.6919203637968354,0.17738287635972622,0.45092695502786073,1.0,0.0,1.0,0.0,5438790.274342205,407.8542857142857,0,0.0,0.0,0.0,982.4678333333336,156006.48429560463
132,0.03605889632101704,0.09597119011077877,1.634027129726942,0.6919203637968354,0.17738287635972622,0.45092695502786073,1.0,0.0,1.0,0.0,5438696.362549812,407.8542857142857,0,0.0,0.0,0.0,984.0611371428574,155929.06595325255
133,0.03605889632101704,0.09597119011077877,1.634027129726942,0.6919203637968354,0.17738287635972622,0.45092695502786073,1.0,0.0,1.0,0.0,5438506.880477802,407.8542857142857,0,0.0,0.0,0.0,983.3353914285716,156047.74945144562
134,0.03605889632101704,0.09597119011077877,1.634027129726942,0.6919203637968354,0.17738287635972622,0.45092695502786073,1.0,0.0,1.0,0.0,5437443.571978868,407.8542857142857,0,0.0,0.0,0.0,976.349277910053,155860.4149052349
135,0.039323147757705845,0.10967352790413586,1.6100901267276946,0.6970404322425641,0.18811893506140073,0.4611872874916218,1.0,0.0,1.0,0.0,5437443.571978868,407.8542857142857,0,0.0,0.0,0.0,975.0333424338627,155630.41996425108
136,0.039323147757705845,0.10967352790413586,1.6100901267276946,0.6970404322425641,0.18811893506140073,0.4611872874916218,1.0,0.0,1.0,0.0,5437443.571978868,407.8542857142857,0,0.0,0.0,0.0,974.6437363366214,155818.12597056673
137,0.039323147757705845,0.10967352790413586,1.6100901267276946,0.6970404322425641,0.18811893506140073,0.4611872874916218,1.0,0.0,1.0,0.0,5419170.1672830675,407.8542857142857,0,0.0,0.0,0.0,972.4443072459367,155782.52877441922
138,0.039323147757705845,0.10967352790413586,1.6100901267276946,0.6970404322425641,0.18811893506140073,0.4611872874916218,1.0,0.0,1.0,0.0,5419170.1672830675,407.8542857142857,0,0.0,0.0,0.0,972.4571644165596,155581.06973318371
139,0.039323147757705845,0.10967352790413586,1.6100901267276946,0.6970404322425641,0.18811893506140073,0.4611872874916218,1.0,0.0,1.0,0.0,5398117.487199661,407.8542857142857,0,0.0,0.0,0.0,972.2247434802663,155911.96959021414
140,0.05093314666498201,0.13171622294858878,1.5684188769740963,0.7161805623314595,0.15083783022104746,0.4197384277593109,1.0,0.0,1.0,0.0,5396815.983491778,407.8542857142857,0,0.0,0.0,0.0,970.8431576198531,155848.3600459116
141,0.05093314666498201,0.13171622294858878,1.5684188769740963,0.7161805623314595,0.15083783022104746,0.4197384277593109,1.0,0.0,1.0,0.0,5396815.983491778,407.8542857142857,0,0.0,0.0,0.0,972.027511336885,155972.6471658602
142,0.05093314666498201,0.13171622294858878,1.5684188769740963,0.7161805623314595,0.15083783022104746,0.4197384277593109,1.0,0.0,1.0,0.0,5395793.769568546,407.8542857142857,0,0.0,0.0,0.0,971.5029820099148,155845.66010329517
143,0.05093314666498201,0.13171622294858878,1.5684188769740963,0.7161805623314595,0.15083783022104746,0.4197384277593109,1.0,0.0,1.0,0.0,5395793.769568546,407.8542857142857,0,0.0,0.0,0.0,957.6665203826263,155519.021552404
144,0.05093314666498201,0.13171622294858878,1.5684188769740963,0.7161805623314595,0.15083783022104746,0.4197384277593109,1.0,0.0,1.0,0.0,5395793.769568546,407.8542857142857,0,0.0,0.0,0.0,943.79681404818,155481.51996267468
145,0.05243289075310937,0.13566368592199943,1.5489028499056388,0.7107574491437549,0.12754548383639586,0.35914809640208645,1.0,0.0,1.0,0.0,5395793.769568546,407.8542857142857,0,0.0,0.0,0.0,935.2690648414386,155778.73622381332
146,0.05243289075310937,0.13566368592199943,1.5489028499056388,0.7107574491437549,0.12754548383639586,0.35914809640208645,1.0,0.0,1.0,0.0,5395097.814396953,407.8542857142857,0,0.0,0.0,0.0,927.7508514879659,155591.39503282675
147,0.05243289075310937,0.13566368592199943,1.5489028499056388,0.7107574491437549,0.12754548383639586,0.35914809640208645,1.0,0.0,1.0,0.0,5395097.814396953,407.8542857142857,0,0.0,0.0,0.0,923.6721768849209,155486.61239023722
148,0.05243289075310937,0.13566368592199943,1.5489028499056388,0.7107574491437549,0.12754548383639586,0.35914809640208645,1.0,0.0,1.0,0.0,5390340.614609995,407.8542857142857,0,0.0,0.0,0.0,919.0690868033512,155252.845370107
149,0.05243289075310937,0.13566368592199943,1.5489028499056388,0.7107574491437549,0.12754548383639586,0.35914809640208645,1.0,0.0,1.0,0.0,5390340.614609995,407.8542857142857,0,0.0,0.0,0.0,918.6559307980602,155026.40825317704
150,0.054771348332201,0.1386144565366461,1.527397652719665,0.6980497551152165,0.1253103876474146,0.35201944944530367,1.0,0.0,1.0,0.0,5390340.614609995,407.8542857142857,0,0.0,0.0,0.0,918.8477463326723,154566.80355784734
151,0.054771348332201,0.1386144565366461,1.527397652719665,0.6980497551152165,0.1253103876474146,0.35201944944530367,1.0,0.0,1.0,0.0,5390340.614609995,407.8542857142857,0,0.0,0.0,0.0,918.5649551175782,154684.17966373503
152,0.054771348332201,0.1386144565366461,1.527397652719665,0.6980497551152165,0.1253103876474146,0.35201944944530367,1.0,0.0,1.0,0.0,5390340.614609995,407.8542857142857,0,0.0,0.0,0.0,918.1342790695617,154525.62227155708
153,0.054771348332201,0.1386144565366461,1.527397652719665,0.6980497551152165,0.1253103876474146,0.35201944944530367,1.0,0.0,1.0,0.0,5390340.614609995,407.8542857142857,0,0.0,0.0,0.0,914.3930742447038,154434.72977485738
154,0.054771348332201,0.1386144565366461,1.527397652719665,0.6980497551152165,0.1253103876474146,0.35201944944530367,1.0,0.0,1.0,0.0,5390038.819111505,407.8542857142857,0,0.0,0.0,0.0,909.6115263904711,154438.44085007632
155,0.05571061640881534,0.14010078957277242,1.5037097986856613,0.6954616709131176,0.1438596903382045,0.37899819638789894,1.0,0.0,1.0,0.0,5389165.105009039,407.8542857142857,0,0.0,0.0,0.0,904.7036231369128,154476.68058983225
156,0.05571061640881534,0.14010078957277242,1.5037097986856613,0.6954616709131176,0.1438596903382045,0.37899819638789894,1.0,0.0,1.0,0.0,5389165.105009039,407.8542857142857,0,0.0,0.0,0.0,893.7004729731678,154326.69429153827
157,0.05571061640881534,0.14010078957277242,1.5037097986856613,0.6954616709131176,0.1438596903382045,0.37899819638789894,1.0,0.0,1.0,0.0,5389165.105009039,407.8542857142857,0,0.0,0.0,0.0,884.5577374721979,154502.8353982865
158,0.05571061640881534,0.14010078957277242,1.5037097986856613,0.6954616709131176,0.1438596903382045,0.37899819638789894,1.0,0.0,1.0,0.0,5389165.105009039,407.8542857142857,0,0.0,0.0,0.0,875.2189419884489,154431.66616821615
159,0.05571061640881534,0.14010078957277242,1.5037097986856613,0.6954616709131176,0.1438596903382045,0.37899819638789894,1.0,0.0,1.0,0.0,5389165.105009039,407.8542857142857,0,0.0,0.0,0.0,871.2099369177797,154327.54871610765
160,0.05618149208912662,0.14074530879030034,1.4652981433708507,0.6915890839027029,0.1971387820078996,0.44418861060260234,1.0,0.0,1.0,0.0,5389165.105009039,407.8542857142857,0,0.0,0.0,0.0,868.469855681637,154431.0641962448
161,0.05618149208912662,0.14074530879030034,1.4652981433708507,0.6915890839027029,0.1971387820078996,0.44418861060260234,1.0,0.0,1.0,0.0,5389165.105009039,407.8542857142857,0,0.0,0.0,0.0,865.1729703865726,154419.42027762101
162,0.05618149208912662,0.14074530879030034,1.4652981433708507,0.6915890839027029,0.1971387820078996,0.44418861060260234,1.0,0.0,1.0,0.0,5389165.105009039,407.8542857142857,0,0.0,0.0,0.0,861.8739298848893,154357.91944333594
163,0.05618149208912662,0.14074530879030034,1.4652981433708507,0.6915890839027029,0.1971387820078996,0.44418861060260234,1.0,0.0,1.0,0.0,5389165.105009039,407.8542857142857,0,0.0,0.0,0.0,858.6962514387372,154488.88884111572
164,0.05618149208912662,0.14074530879030034,1.4652981433708507,0.6915890839027029,0.1971387820078996,0.44418861060260234,1.0,0.0,1.0,0.0,5389066.377829723,407.8542857142857,0,0.0,0.0,0.0,856.136765280979,154936.63902570022
165,0.06146654349871208,0.1407036107937725,1.437269744743708,0.7073195342502265,0.2501360022372761,0.45973601031722927,1.0,0.0,1.0,0.0,5388947.093952091,407.8542857142857,0,0.0,0.0,0.0,855.7660194753605,154754.43028339744
166,0.06146654349871208,0.1407036107937725,1.437269744743708,0.7073195342502265,0.2501360022372761,0.45973601031722927,1.0,0.0,1.0,0.0,5388637.030300311,407.8542857142857,0,0.0,0.0,0.0,861.1606019463343,154713.108658625
167,0.06146654349871208,0.1407036107937725,1.437269744743708,0.7073195342502265,0.2501360022372761,0.45973601031722927,1.0,0.0,1.0,0.0,5388637.030300311,407.8542857142857,0,0.0,0.0,0.0,865.8984534240365,154828.46052696297
168,0.06146654349871208,0.1407036107937725,1.437269744743708,0.7073195342502265,0.2501360022372761,0.45973601031722927,1.0,0.0,1.0,0.0,5388417.967175929,407.8542857142857,0,0.0,0.0,0.0,868.6413511564627,155046.2372729703
169,0.06146654349871208,0.1407036107937725,1.437269744743708,0.7073195342502265,0.2501360022372761,0.45973601031722927,1.0,0.0,1.0,0.0,5388417.967175929,407.8542857142857,0,0.0,0.0,0.0,868.5534027210887,154656.1775898323
170,0.06348847326499701,0.14099873559906043,1.413637633422168,0.7107076634318078,0.25513600799459113,0.46593775828238204,1.0,0.0,1.0,0.0,5388417.967175929,407.8542857142857,0,0.0,0.0,0.0,867.8269424489796,154653.12151696935
171,0.06348847326499701,0.14099873559906043,1.413637633422168,0.7107076634318078,0.25513600799459113,0.46593775828238204,1.0,0.0,1.0,0.0,5388178.066897487,407.8542857142857,0,0.0,0.0,0.0,873.5766585034014,154410.96498050247
172,0.06348847326499701,0.14099873559906043,1.413637633422168,0.7107076634318078,0.25513600799459113,0.46593775828238204,1.0,0.0,1.0,0.0,5388178.066897487,407.8542857142857,0,0.0,0.0,0.0,867.9349100680273,154049.7872454511
173,0.06348847326499701,0.14099873559906043,1.413637633422168,0.7107076634318078,0.25513600799459113,0.46593775828238204,1.0,0.0,1.0,0.0,5388127.07556822,407.8542857142857,0,0.0,0.0,0.0,852.5241953061227,153686.10525073874
174,0.06348847326499701,0.14099873559906043,1.413637633422168,0.7107076634318078,0.25513600799459113,0.46593775828238204,1.0,0.0,1.0,0.0,5388127.07556822,407.8542857142857,0,0.0,0.0,0.0,844.809720952381,153784.07285620688
175,0.06726501070468813,0.14127989874647742,1.3994602395170204,0.7188600660675982,0.1733658764723385,0.3644544526603229,1.0,0.0,1.0,0.0,5388127.07556822,407.8542857142857,0,0.0,0.0,0.0,843.3665714285714,153902.38919998883
176,0.06726501070468813,0.14127989874647742,1.3994602395170204,0.7188600660675982,0.1733658764723385,0.3644544526603229,1.0,0.0,1.0,0.0,5388127.07556822,407.8542857142857,0,0.0,0.0,0.0,843.9910225850341,153821.067448854
177,0.06726501070468813,0.14127989874647742,1.3994602395170204,0.7188600660675982,0.1733658764723385,0.3644544526603229,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,844.6547005555557,153743.61994020714
178,0.06726501070468813,0.14127989874647742,1.3994602395170204,0.7188600660675982,0.1733658764723385,0.3644544526603229,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,842.0506359523811,153800.36437022834
179,0.06726501070468813,0.14127989874647742,1.3994602395170204,0.7188600660675982,0.1733658764723385,0.3644544526603229,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,837.1539957870372,154137.54369312705
180,0.07421026395302692,0.1432989734433989,1.3849496490013558,0.7270829358585025,0.20763351901402646,0.3825957192838608,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,833.6894027629584,154108.54947931427
181,0.07421026395302692,0.1432989734433989,1.3849496490013558,0.7270829358585025,0.20763351901402646,0.3825957192838608,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,825.5953914337155,154215.03365298343
182,0.07421026395302692,0.1432989734433989,1.3849496490013558,0.7270829358585025,0.20763351901402646,0.3825957192838608,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,819.1901202711116,154138.18686096498
183,0.07421026395302692,0.1432989734433989,1.3849496490013558,0.7270829358585025,0.20763351901402646,0.3825957192838608,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,815.3104381746033,153981.0868518942
184,0.07421026395302692,0.1432989734433989,1.3849496490013558,0.7270829358585025,0.20763351901402646,0.3825957192838608,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,796.9688971428573,153867.83352922602
185,0.07730549826072132,0.14415773154266107,1.3619923011179975,0.7215635317130527,0.26259768578494225,0.4355315765952147,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,788.4142738095238,153901.6090254676
186,0.07730549826072132,0.14415773154266107,1.3619923011179975,0.7215635317130527,0.26259768578494225,0.4355315765952147,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,788.4684961904763,154314.42976687895
187,0.07730549826072132,0.14415773154266107,1.3619923011179975,0.7215635317130527,0.26259768578494225,0.4355315765952147,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,789.6775952380954,154625.93024732525
188,0.07730549826072132,0.14415773154266107,1.3619923011179975,0.7215635317130527,0.26259768578494225,0.4355315765952147,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,789.6428373015874,154752.6704135131
189,0.07730549826072132,0.14415773154266107,1.3619923011179975,0.7215635317130527,0.26259768578494225,0.4355315765952147,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,789.7876620370371,154440.39026569953
190,0.07856193299752126,0.14438203005871877,1.3560106661880547,0.724909706535226,0.23389638979620173,0.4114220444283997,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,788.9068323897708,154254.19476784824
191,0.07856193299752126,0.14438203005871877,1.3560106661880547,0.724909706535226,0.23389638979620173,0.4114220444283997,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,789.4084891817314,154285.06668628883
192,0.07856193299752126,0.14438203005871877,1.3560106661880547,0.724909706535226,0.23389638979620173,0.4114220444283997,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,791.5521219438331,154256.97739096705
193,0.07856193299752126,0.14438203005871877,1.3560106661880547,0.724909706535226,0.23389638979620173,0.4114220444283997,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,796.2187771128122,154120.75025379393
194,0.07856193299752126,0.14438203005871877,1.3560106661880547,0.724909706535226,0.23389638979620173,0.4114220444283997,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,796.7267533002648,154102.82167697884
195,0.08234233546063849,0.14403659579098854,1.3341136785566436,0.7207121425577199,0.151351625365199,0.33788050994654806,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,802.0796381871571,153954.11588420204
196,0.08234233546063849,0.14403659579098854,1.3341136785566436,0.7207121425577199,0.151351625365199,0.33788050994654806,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,790.6265403805371,153607.25917745594
197,0.08234233546063849,0.14403659579098854,1.3341136785566436,0.7207121425577199,0.151351625365199,0.33788050994654806,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,790.2527326401138,153577.56499348782
198,0.08234233546063849,0.14403659579098854,1.3341136785566436,0.7207121425577199,0.151351625365199,0.33788050994654806,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,790.361982673254,153755.49025156902
199,0.08234233546063849,0.14403659579098854,1.3341136785566436,0.7207121425577199,0.151351625365199,0.33788050994654806,1.0,0.0,1.0,0.0,5387938.091619046,407.8542857142857,0,0.0,0.0,0.0,793.9255788350197,154041.8232521386
200,0.08743322834547364,0.14525715471929657,1.3265772511718845,0.7253089047851882,0.0968131213436035,0.21399803250890062,1.0,0.0,1.0,0.0,5384712.167571427,407.8542857142857,0,0.0,0.0,0.0,797.1048988317024,154014.22144950661
201,0.08743322834547364,0.14525715471929657,1.3265772511718845,0.7253089047851882,0.0968131213436035,0.21399803250890062,1.0,0.0,1.0,0.0,5384712.167571427,407.8542857142857,0,0.0,0.0,0.0,793.2514995239015,154111.38761949382
202,0.08743322834547364,0.14525715471929657,1.3265772511718845,0.7253089047851882,0.0968131213436035,0.21399803250890062,1.0,0.0,1.0,0.0,5383408.070616007,407.8542857142857,0,0.0,0.0,0.0,788.4739697617116,154512.05754726563
203,0.08743322834547364,0.14525715471929657,1.3265772511718845,0.7253089047851882,0.0968131213436035,0.21399803250890062,1.0,0.0,1.0,0.0,5380937.150068894,407.8542857142857,0,0.0,0.0,0.0,788.3882200874369,154763.10907999487
204,0.08743322834547364,0.14525715471929657,1.3265772511718845,0.7253089047851882,0.0968131213436035,0.21399803250890062,1.0,0.0,1.0,0.0,5378878.049612967,407.8542857142857,0,0.0,0.0,0.0,792.1205724369024,154270.39485928288
205,0.09060680834222477,0.14990791153407565,1.29537523351136,0.7095220208650936,0.12270659662187057,0.33939062697471745,1.0,0.0,1.0,0.0,5370047.957619047,407.8542857142857,0,0.0,0.0,0.0,780.4678354818193,154056.46992175415
206,0.09060680834222477,0.14990791153407565,1.29537523351136,0.7095220208650936,0.12270659662187057,0.33939062697471745,1.0,0.0,1.0,0.0,5370047.957619047,407.8542857142857,0,0.0,0.0,0.0,777.1245804987054,154216.8650487456
207,0.09060680834222477,0.14990791153407565,1.29537523351136,0.7095220208650936,0.12270659662187057,0.33939062697471745,1.0,0.0,1.0,0.0,5369803.722571429,407.8542857142857,0,0.0,0.0,0.0,773.9385076698156,154301.4225299413
208,0.09060680834222477,0.14990791153407565,1.29537523351136,0.7095220208650936,0.12270659662187057,0.33939062697471745,1.0,0.0,1.0,0.0,5369600.193365078,407.8542857142857,0,0.0,0.0,0.0,773.6354516655553,154315.05806706828
209,0.09060680834222477,0.14990791153407565,1.29537523351136,0.7095220208650936,0.12270659662187057,0.33939062697471745,1.0,0.0,1.0,0.0,5369174.297333334,407.8542857142857,0,0.0,0.0,0.0,773.1351484989223,154209.67581496254
210,0.0911622393639622,0.15053753148609744,1.2869958092070186,0.7100301151098645,0.16369151855822453,0.3937259533882248,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,773.1977384242039,154147.0698384568
211,0.0911622393639622,0.15053753148609744,1.2869958092070186,0.7100301151098645,0.16369151855822453,0.3937259533882248,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,759.4651620402645,153985.62822712166
212,0.0911622393639622,0.15053753148609744,1.2869958092070186,0.7100301151098645,0.16369151855822453,0.3937259533882248,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,760.552383027184,154058.45822066057
213,0.0911622393639622,0.15053753148609744,1.2869958092070186,0.7100301151098645,0.16369151855822453,0.3937259533882248,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,755.5855953542874,154065.64648973587
214,0.0911622393639622,0.15053753148609744,1.2869958092070186,0.7100301151098645,0.16369151855822453,0.3937259533882248,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,755.8847992458591,154164.88661539034
215,0.09175633530189745,0.15098472223626672,1.2722109531926955,0.7032449038044529,0.1964991599923289,0.456437400449872,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,756.7961534123531,154407.32609761314
216,0.09175633530189745,0.15098472223626672,1.2722109531926955,0.7032449038044529,0.1964991599923289,0.456437400449872,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,757.9093457763852,154213.68597579125
217,0.09175633530189745,0.15098472223626672,1.2722109531926955,0.7032449038044529,0.1964991599923289,0.456437400449872,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,761.8653155346309,154065.5780723201
218,0.09175633530189745,0.15098472223626672,1.2722109531926955,0.7032449038044529,0.1964991599923289,0.456437400449872,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,761.109935337289,153722.6711484466
219,0.09175633530189745,0.15098472223626672,1.2722109531926955,0.7032449038044529,0.1964991599923289,0.456437400449872,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,748.8876218674309,153685.82837161855
220,0.09671282532644497,0.16151131201625257,1.2502363471843918,0.7039333968574888,0.27972313631416956,0.48366729134090936,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,741.9437394103405,153379.83292554397
221,0.09671282532644497,0.16151131201625257,1.2502363471843918,0.7039333968574888,0.27972313631416956,0.48366729134090936,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,734.7729363711543,152991.23517544477
222,0.09671282532644497,0.16151131201625257,1.2502363471843918,0.7039333968574888,0.27972313631416956,0.48366729134090936,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,722.6067666329618,152897.13268810877
223,0.09671282532644497,0.16151131201625257,1.2502363471843918,0.7039333968574888,0.27972313631416956,0.48366729134090936,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,713.9151574967392,153062.46610027543
224,0.09671282532644497,0.16151131201625257,1.2502363471843918,0.7039333968574888,0.27972313631416956,0.48366729134090936,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,707.6029044826741,153264.82592081538
225,0.09804510511377888,0.16340613881308583,1.2417020321303436,0.7019831897117508,0.26585873584335645,0.45768991472970405,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,699.9968510963516,152993.39238755862
226,0.09804510511377888,0.16340613881308583,1.2417020321303436,0.7019831897117508,0.26585873584335645,0.45768991472970405,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,694.443545334362,152489.87959783318
227,0.09804510511377888,0.16340613881308583,1.2417020321303436,0.7019831897117508,0.26585873584335645,0.45768991472970405,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,689.3887694312168,152370.10198619042
228,0.09804510511377888,0.16340613881308583,1.2417020321303436,0.7019831897117508,0.26585873584335645,0.45768991472970405,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,689.5287523809523,152501.34785717487
229,0.09804510511377888,0.16340613881308583,1.2417020321303436,0.7019831897117508,0.26585873584335645,0.45768991472970405,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,687.8673828571427,152578.98155630057
230,0.10139615723067656,0.16802141543005186,1.2347942283511095,0.7002976378277298,0.17769540673695877,0.38165479308668776,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,695.1884038095237,152625.76911891653
231,0.10139615723067656,0.16802141543005186,1.2347942283511095,0.7002976378277298,0.17769540673695877,0.38165479308668776,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,676.9341942857142,152697.15984940302
232,0.10139615723067656,0.16802141543005186,1.2347942283511095,0.7002976378277298,0.17769540673695877,0.38165479308668776,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,676.6586590476189,153001.80613295414
233,0.10139615723067656,0.16802141543005186,1.2347942283511095,0.7002976378277298,0.17769540673695877,0.38165479308668776,1.0,0.0,1.0,0.0,5368582.547333332,407.8542857142857,0,0.0,0.0,0.0,675.6942857142857,153051.77899016134
