generation,HV_norm_mean,HV_norm_std,IGD_plus_mean,IGD_plus_std,Spacing_mean,Spacing_std,FeasRatio_soft_mean,FeasRatio_soft_std,FeasRatio_strict_mean,FeasRatio_strict_std,MinCost_bestrun,MinEmission_gCO2_bestrun,MinTime_h_bestrun,boost_triggered_bestrun,vio_miss_alloc_mean,vio_miss_tt_mean,vio_cap_excess_mean,vio_late_teu_h_mean,vio_wait_teu_h_mean
0,0.19023333333333337,0.034104431122981976,0.5854031788814233,0.06993358823730836,0.053162402066746675,0.018782203138736776,0.7594666666666668,0.14504705749820945,0.7594666666666668,0.14504705749820945,3343314.5938002598,343694983.7845601,252.54999999999998,0,0.0,0.0,40.57359999999999,10373.100990691895,63154.60660130499
1,0.19023333333333337,0.034104431122981976,0.5854031788814233,0.06993358823730836,0.053162402066746675,0.018782203138736776,1.0,0.0,1.0,0.0,3034907.555218297,322629158.3778801,252.54999999999998,0,0.0,0.0,0.0,10681.245989817382,74767.6545509197
2,0.19023333333333337,0.034104431122981976,0.5854031788814233,0.06993358823730836,0.053162402066746675,0.018782203138736776,1.0,0.0,1.0,0.0,2829490.666761905,256324936.96438816,252.54999999999998,0,0.0,0.0,0.0,8663.90444853222,71420.49363749269
3,0.19023333333333337,0.034104431122981976,0.5854031788814233,0.06993358823730836,0.053162402066746675,0.018782203138736776,1.0,0.0,1.0,0.0,2829490.666761905,256324936.96438816,252.54999999999998,0,0.0,0.0,0.0,7389.128856164189,69875.18861562415
4,0.19023333333333337,0.034104431122981976,0.5854031788814233,0.06993358823730836,0.053162402066746675,0.018782203138736776,1.0,0.0,1.0,0.0,2825345.4000952384,252410653.9477215,252.54999999999998,0,0.0,0.0,0.0,6976.837211559935,70183.58304965141
5,0.3896333333333332,0.07780712620890767,0.27755976824341266,0.07415249960965242,0.028286986228804947,0.00925962855526307,1.0,0.0,1.0,0.0,2810529.9212063495,226081112.9838128,252.54999999999998,0,0.0,0.0,0.0,6597.804337702808,70560.73661563433
6,0.3896333333333332,0.07780712620890767,0.27755976824341266,0.07415249960965242,0.028286986228804947,0.00925962855526307,1.0,0.0,1.0,0.0,2608581.3928125855,212809512.9,245.21928571428572,0,0.0,0.0,0.0,6354.320672129764,70592.26275259987
7,0.3896333333333332,0.07780712620890767,0.27755976824341266,0.07415249960965242,0.028286986228804947,0.00925962855526307,1.0,0.0,1.0,0.0,2608581.3928125855,212809512.9,245.21928571428572,0,0.0,0.0,0.0,6042.776097901372,69830.96909551932
8,0.3896333333333332,0.07780712620890767,0.27755976824341266,0.07415249960965242,0.028286986228804947,0.00925962855526307,1.0,0.0,1.0,0.0,2607025.9617014746,212809512.9,245.21928571428572,0,0.0,0.0,0.0,6225.359211183697,71662.5840424253
9,0.3896333333333332,0.07780712620890767,0.27755976824341266,0.07415249960965242,0.028286986228804947,0.00925962855526307,1.0,0.0,1.0,0.0,2587397.998761905,212809512.9,245.21928571428572,0,0.0,0.0,0.0,5772.838463953074,70729.10181926985
