generation,HV_norm_mean,HV_norm_std,IGD_plus_mean,IGD_plus_std,Spacing_mean,Spacing_std,FeasRatio_soft_mean,FeasRatio_soft_std,FeasRatio_strict_mean,FeasRatio_strict_std,MinCost_bestrun,MinTime_h_bestrun,boost_triggered_bestrun,vio_miss_alloc_mean,vio_miss_tt_mean,vio_cap_excess_mean,vio_late_teu_h_mean,vio_wait_teu_h_mean
11,0.0,0.0,11.997285541881876,1.4109520550586474,0.4772501569346022,0.26611483047544815,1.0,0.0,1.0,0.0,6256651.48955588,439.79214285714284,0,0.0,0.0,0.0,6159.449713674921,175402.84670786347
12,0.0,0.0,11.997285541881876,1.4109520550586474,0.4772501569346022,0.26611483047544815,1.0,0.0,1.0,0.0,6226128.883833697,419.4371428571428,0,0.0,0.0,0.0,5258.431851799875,173990.97967146538
13,0.0,0.0,11.997285541881876,1.4109520550586474,0.4772501569346022,0.26611483047544815,1.0,0.0,1.0,0.0,6032413.590420091,419.4371428571428,0,0.0,0.0,0.0,4683.4749043596885,171920.4755058903
14,0.0,0.0,11.997285541881876,1.4109520550586474,0.4772501569346022,0.26611483047544815,1.0,0.0,1.0,0.0,5998550.906859741,419.4371428571428,0,0.0,0.0,0.0,4183.867416016054,170609.45642120283
15,0.0,0.0,8.598121888641227,1.1288825992396139,0.2966030711354229,0.13879146873227968,1.0,0.0,1.0,0.0,5998550.906859741,419.4371428571428,0,0.0,0.0,0.0,3734.9016387484126,169414.0024961653
16,0.0,0.0,8.598121888641227,1.1288825992396139,0.2966030711354229,0.13879146873227968,1.0,0.0,1.0,0.0,5983032.828133641,419.4371428571428,0,0.0,0.0,0.0,3315.1480352860594,169169.32671315075
17,0.0,0.0,8.598121888641227,1.1288825992396139,0.2966030711354229,0.13879146873227968,1.0,0.0,1.0,0.0,5983032.828133641,414.75595238095235,0,0.0,0.0,0.0,2968.84672187473,168025.51838290706
18,0.0,0.0,8.598121888641227,1.1288825992396139,0.2966030711354229,0.13879146873227968,1.0,0.0,1.0,0.0,5972589.077723903,414.75595238095235,0,0.0,0.0,0.0,2665.186992036461,166591.41146511832
19,0.0,0.0,8.598121888641227,1.1288825992396139,0.2966030711354229,0.13879146873227968,1.0,0.0,1.0,0.0,5864854.451872697,414.75595238095235,0,0.0,0.0,0.0,2460.6762080973513,165281.0614771025
20,0.0,0.0,6.2958712110442665,0.964076545381925,0.2141553499671015,0.10798382178594007,1.0,0.0,1.0,0.0,5864854.451872697,413.2192857142857,0,0.0,0.0,0.0,2340.436176108379,164799.43221840655
21,0.0,0.0,6.2958712110442665,0.964076545381925,0.2141553499671015,0.10798382178594007,1.0,0.0,1.0,0.0,5864854.451872697,412.12095238095236,0,0.0,0.0,0.0,2283.238854900579,164101.66504474916
22,0.0,0.0,6.2958712110442665,0.964076545381925,0.2141553499671015,0.10798382178594007,1.0,0.0,1.0,0.0,5836405.411085921,407.8542857142857,0,0.0,0.0,0.0,2218.3639629550817,162898.10217467358
23,0.0,0.0,6.2958712110442665,0.964076545381925,0.2141553499671015,0.10798382178594007,1.0,0.0,1.0,0.0,5813672.121414455,407.8542857142857,0,0.0,0.0,0.0,2158.12128640195,162067.3058670709
24,0.0,0.0,6.2958712110442665,0.964076545381925,0.2141553499671015,0.10798382178594007,1.0,0.0,1.0,0.0,5788358.656717715,407.8542857142857,0,0.0,0.0,0.0,2106.520048587815,161299.49284928193
25,0.0,0.0,4.8096830709695535,0.7605532845349057,0.15619206238383385,0.10773609798241969,1.0,0.0,1.0,0.0,5771452.156034029,407.8542857142857,0,0.0,0.0,0.0,1991.139037175781,160667.2046587933
26,0.0,0.0,4.8096830709695535,0.7605532845349057,0.15619206238383385,0.10773609798241969,1.0,0.0,1.0,0.0,5734637.116747748,407.8542857142857,0,0.0,0.0,0.0,1917.3992590916166,159383.85184021015
27,0.0,0.0,4.8096830709695535,0.7605532845349057,0.15619206238383385,0.10773609798241969,1.0,0.0,1.0,0.0,5734637.116747748,407.8542857142857,0,0.0,0.0,0.0,1896.3044242458166,159011.63986072998
28,0.0,0.0,4.8096830709695535,0.7605532845349057,0.15619206238383385,0.10773609798241969,1.0,0.0,1.0,0.0,5670799.5318372995,407.8542857142857,0,0.0,0.0,0.0,1868.1025145513306,158280.7240331405
29,0.0,0.0,4.8096830709695535,0.7605532845349057,0.15619206238383385,0.10773609798241969,1.0,0.0,1.0,0.0,5670799.5318372995,407.8542857142857,0,0.0,0.0,0.0,1767.5588468352664,157831.19629320322
30,0.0,0.0,3.804371919306618,0.7045831171193879,0.13798663193265168,0.0910821107217136,1.0,0.0,1.0,0.0,5647792.356439049,407.8542857142857,0,0.0,0.0,0.0,1749.8436943189306,156911.48761257573
31,0.0,0.0,3.804371919306618,0.7045831171193879,0.13798663193265168,0.0910821107217136,1.0,0.0,1.0,0.0,5647792.356439049,407.8542857142857,0,0.0,0.0,0.0,1719.3143303635027,156781.35524523977
32,0.0,0.0,3.804371919306618,0.7045831171193879,0.13798663193265168,0.0910821107217136,1.0,0.0,1.0,0.0,5647792.356439049,407.8542857142857,0,0.0,0.0,0.0,1708.2701977282234,155698.7587356764
33,0.0,0.0,3.804371919306618,0.7045831171193879,0.13798663193265168,0.0910821107217136,1.0,0.0,1.0,0.0,5619814.246629955,407.8542857142857,0,0.0,0.0,0.0,1660.61609464109,154976.25731950565
34,0.0,0.0,3.804371919306618,0.7045831171193879,0.13798663193265168,0.0910821107217136,1.0,0.0,1.0,0.0,5619814.246629955,407.8542857142857,0,0.0,0.0,0.0,1612.7299201333526,154209.6826610436
35,0.0,0.0,3.1108381868770993,0.6006574778251148,0.08407156462169366,0.08391992982285683,1.0,0.0,1.0,0.0,5579068.702167499,407.8542857142857,0,0.0,0.0,0.0,1579.5473052109207,153627.87780359006
36,0.0,0.0,3.1108381868770993,0.6006574778251148,0.08407156462169366,0.08391992982285683,1.0,0.0,1.0,0.0,5579068.702167499,407.8542857142857,0,0.0,0.0,0.0,1533.7813513196938,153151.91179556202
37,0.0,0.0,3.1108381868770993,0.6006574778251148,0.08407156462169366,0.08391992982285683,1.0,0.0,1.0,0.0,5579068.702167499,407.8542857142857,0,0.0,0.0,0.0,1508.438001354915,152765.2221553235
38,0.0,0.0,3.1108381868770993,0.6006574778251148,0.08407156462169366,0.08391992982285683,1.0,0.0,1.0,0.0,5536822.536045215,407.8542857142857,0,0.0,0.0,0.0,1474.7463069401979,152474.563768167
39,0.0,0.0,3.1108381868770993,0.6006574778251148,0.08407156462169366,0.08391992982285683,1.0,0.0,1.0,0.0,5536822.536045215,407.8542857142857,0,0.0,0.0,0.0,1448.8627609382706,152207.14699522464
40,0.0,0.0,2.562524167398914,0.5509434498200528,0.08320875411298786,0.09286803994625756,1.0,0.0,1.0,0.0,5485654.076893415,407.8542857142857,0,0.0,0.0,0.0,1421.2217148341692,151750.85363197545
41,0.0,0.0,2.562524167398914,0.5509434498200528,0.08320875411298786,0.09286803994625756,1.0,0.0,1.0,0.0,5485654.076893415,407.8542857142857,0,0.0,0.0,0.0,1405.944768162048,151651.8221236005
42,0.0,0.0,2.562524167398914,0.5509434498200528,0.08320875411298786,0.09286803994625756,1.0,0.0,1.0,0.0,5485654.076893415,407.8542857142857,0,0.0,0.0,0.0,1390.2982929335235,151182.59213332986
43,0.0,0.0,2.562524167398914,0.5509434498200528,0.08320875411298786,0.09286803994625756,1.0,0.0,1.0,0.0,5485654.076893415,407.8542857142857,0,0.0,0.0,0.0,1392.2254758370984,151089.68872056957
44,0.0,0.0,2.562524167398914,0.5509434498200528,0.08320875411298786,0.09286803994625756,1.0,0.0,1.0,0.0,5485654.076893415,407.8542857142857,0,0.0,0.0,0.0,1392.227107482477,150966.80630522256
